"name","pos","sourceName","name_yahoo","team_yahoo","positionRank","overallRank","points","passAtt","passYds","passTds","passInt","rushYds","rushTds","rec","recTgt","recYds","recTds","returnTds","twoPts","fumbles","dstSack","dstSafety","dstInt","dstFumlRec","dstBlk","dstTd","fg","fg2029","fg3039","fg4049","fg50"
"ZACSTACY","RB","yahoo","Zac Stacy","NYJ",129,492,"1.79",0,0,0,0,0,0,1.2,1.5,9.6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COREYGRANT","RB","yahoo","Corey Grant","JAC",130,493,"1.59",0,0,0,0,0,0,1.3,1.3,7.2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GEREMYDAVIS","WR","yahoo","Geremy Davis","NYG",160,494,"1.55",0,0,0,0,0,0,0.7,1.1,8.9,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JORDANTODMAN","RB","yahoo","Jordan Todman","PIT",131,495,"1.54",1.3,0,0,0,5.1,0,0.5,0.7,4.4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNPHILLIPS","TE","yahoo","John Phillips","SD",92,496,"1.49",0,0,0,0,0,0,0.7,1,7.7,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTHASSELBECK","QB","yahoo","Matt Hasselbeck","IND",49,497,"1.46",0.1,21.6,0.2,0.1,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCOTTTOLZIEN","QB","yahoo","Scott Tolzien","GB",50,498,"1.22",0.1,18.5,0.1,0.1,0.4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUKEMCCOWN","QB","yahoo","Luke McCown","NO",51,499,"1.19",0.2,19.7,0.1,0.1,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KELLENCLEMENS","QB","yahoo","Kellen Clemens","SD",52,500,"1.19",0.1,19.7,0.1,0.1,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEDRICPEERMAN","RB","yahoo","Cedric Peerman","CIN",132,501,"1.18",2.1,0,0,0,8.3,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DANORLOVSKY","QB","yahoo","Dan Orlovsky","DET",53,502,"1.17",0,20.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIKEGLENNON","QB","yahoo","Mike Glennon","TB",54,503,"1.13",0.1,20.7,0.1,0.1,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JIMMYGAROPPOLO","QB","yahoo","Jimmy Garoppolo","NE",55,504,"1.12",0.1,17.8,0.1,0.1,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTMOORE","QB","yahoo","Matt Moore","MIA",56,505,"1.12",0.1,19.1,0.1,0.1,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RYANNASSIB","QB","yahoo","Ryan Nassib","NYG",57,506,"1.12",0.1,18.9,0.1,0.1,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TARVARISJACKSON","QB","yahoo","Tarvaris Jackson","SEA",58,507,"1.11",0.1,16.5,0.1,0.1,0.4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTSCHAUB","QB","yahoo","Matt Schaub","BAL",59,508,"1.09",0,18,0.1,0.1,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEANRENFREE","QB","yahoo","Sean Renfree","ATL",60,509,"1.05",0.1,18,0.1,0.1,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEREKANDERSON","QB","yahoo","Derek Anderson","CAR",61,510,"1.04",0.1,18.2,0.1,0.1,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHAUNHILL","QB","yahoo","Shaun Hill","MIN",62,511,"1.03",0.1,18.9,0.1,0.1,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAKESTONEBURNER","TE","yahoo","Jake Stoneburner","MIA",93,512,"0.99",0,0,0,0,0,0,0.5,0.7,5.2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHADHENNE","QB","yahoo","Chad Henne","JAC",63,513,"0.92",0.1,17.8,0.1,0.1,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NICJACOBS","TE","yahoo","Nic Jacobs","JAC",94,514,"0.90",0,0,0,0,0,0,0.5,1.7,5.1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AJMCCARRON","QB","yahoo","AJ McCarron","CIN",64,515,"0.88",0.1,15.2,0.1,0.1,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTCASSEL","QB","yahoo","Matt Cassel","BUF",65,516,"0.82",0.1,14.2,0.1,0.1,0.4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADAMTHIELEN","WR","yahoo","Adam Thielen","MIN",161,517,"0.64",0,0,0,0,0,0,0.3,0.5,3.8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZACHMETTENBERGER","QB","yahoo","Zach Mettenberger","TEN",66,518,"0.49",3,17.4,0.1,0.1,-4.9,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TIMWRIGHT","TE","yahoo","Tim Wright","DET",95,519,"0.48",0,0,0,0,0,0,0.2,0.3,2.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTHONYMCCOY","TE","yahoo","Anthony McCoy","WAS",96,520,"0.47",0,0,0,0,0,0,0.2,0.3,2.7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ERICWEEMS","WR","yahoo","Eric Weems","ATL",162,521,"0.37",0.5,0,0,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRYCEPETTY","QB","yahoo","Bryce Petty","NYJ",67,522,"0.22",0,3.6,0,0,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUSTINDAVIS","QB","yahoo","Austin Davis","CLE",68,523,"0.06",0,1.1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRYNRENNER","QB","yahoo","Bryn Renner","BAL",69,524,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GARRETTGILBERT","QB","yahoo","Garrett Gilbert","OAK",70,525,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STEPHENMORRIS","QB","yahoo","Stephen Morris","PHI",71,526,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CODYFAJARDO","QB","yahoo","Cody Fajardo","OAK",72,527,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CONNORSHAW","QB","yahoo","Connor Shaw","CLE",73,528,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SETHLOBATO","QB","yahoo","Seth Lobato","TB",74,529,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAJHBOYD","QB","yahoo","Tajh Boyd","PIT",75,530,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEITHWENNING","QB","yahoo","Keith Wenning","CIN",76,531,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAKEHEAPS","QB","yahoo","Jake Heaps","NYJ",77,532,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUTSONMASON","QB","yahoo","Hutson Mason","WAS",78,533,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHILLIPSIMS","QB","yahoo","Phillip Sims","ARZ",79,534,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMEILLSHOWERS","QB","yahoo","Jameill Showers","DAL",80,535,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHASERETTIG","QB","yahoo","Chase Rettig","SD",81,536,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAVIDFALES","QB","yahoo","David Fales","CHI",82,537,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEVINGARDNER","QB","yahoo","Devin Gardner","PIT",83,538,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JERRYLOVELOCKE","QB","yahoo","Jerry Lovelocke","BAL",84,539,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRUCEGRADKOWSKI","QB","yahoo","Bruce Gradkowski","PIT",85,540,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TREVORSIEMIAN","QB","yahoo","Trevor Siemian","DEN",86,541,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLESTOUDT","QB","yahoo","Cole Stoudt","SD",87,542,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHANECARDEN","QB","yahoo","Shane Carden","CHI",88,543,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DYLANTHOMPSON","QB","yahoo","Dylan Thompson","SF",89,544,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRYANBENNETT","QB","yahoo","Bryan Bennett","IND",90,545,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRETTHUNDLEY","QB","yahoo","Brett Hundley","GB",91,546,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AARONMURRAY","QB","yahoo","Aaron Murray","KC",92,547,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTHONYBOONE","QB","yahoo","Anthony Boone","DET",93,548,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAYLORHEINICKE","QB","yahoo","Taylor Heinicke","MIN",94,549,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CONNORHALLIDAY","QB","yahoo","Connor Halliday","WAS",95,550,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAKEWATERS","QB","yahoo","Jake Waters","SEA",96,551,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEANMANNION","QB","yahoo","Sean Mannion","STL",97,552,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GARRETTGRAYSON","QB","yahoo","Garrett Grayson","NO",98,553,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUSTINVAUGHAN","QB","yahoo","Dustin Vaughan","DAL",99,554,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHJOHNSON","QB","yahoo","Josh Johnson","NYJ",100,555,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIKEKAFKA","QB","yahoo","Mike Kafka","MIN",101,556,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REXGROSSMAN","QB","yahoo","Rex Grossman","ATL",102,557,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOEWEBB","QB","yahoo","Joe Webb","CAR",103,558,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RYANLINDLEY","QB","yahoo","Ryan Lindley","NE",104,559,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHANDLERHARNISH","QB","yahoo","Chandler Harnish","ARZ",105,560,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTSIMMS","QB","yahoo","Matt Simms","ATL",106,561,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GJKINNE","QB","yahoo","G.J. Kinne","NYG",107,562,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THADDEUSLEWIS","QB","yahoo","Thaddeus Lewis","CLE",108,563,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RJARCHER","QB","yahoo","R.J. Archer","SEA",109,564,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISTIANPONDER","QB","yahoo","Christian Ponder","OAK",110,565,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KYLEORTON","QB","yahoo","Kyle Orton","BUF",111,566,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJYATES","QB","yahoo","T.J. Yates","ATL",112,567,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PATDEVLIN","QB","yahoo","Pat Devlin","CLE",113,568,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCLEODBETHELTHOMPSON","QB","yahoo","McLeod Bethel-Thompson","MIA",114,569,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JASONCAMPBELL","QB","yahoo","Jason Campbell","CIN",115,570,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TERRELLEPRYOR","QB","yahoo","Terrelle Pryor","CLE",116,571,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KELLENMOORE","QB","yahoo","Kellen Moore","DAL",117,572,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTBLANCHARD","QB","yahoo","Matt Blanchard","CLE",118,573,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYLERBRAY","QB","yahoo","Tyler Bray","KC",119,574,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEFFTUEL","QB","yahoo","Jeff Tuel","JAC",120,575,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RYANGRIFFIN","QB","yahoo","Ryan Griffin","TB",121,576,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHFREEMAN","QB","yahoo","Josh Freeman","MIA",122,577,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTFLYNN","QB","yahoo","Matt Flynn","NYJ",123,578,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOGANTHOMAS","QB","yahoo","Logan Thomas","MIA",124,579,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RICKYSTANZI","QB","yahoo","Ricky Stanzi","DET",125,580,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BJDANIELS","QB","yahoo","B.J. Daniels","SEA",126,581,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZACDYSERT","QB","yahoo","Zac Dysert","HOU",127,582,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EJMANUEL","QB","yahoo","EJ Manuel","BUF",128,583,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALEXTANNEY","QB","yahoo","Alex Tanney","BUF",129,584,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TIMTEBOW","QB","yahoo","Tim Tebow","PHI",130,585,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHARLIEWHITEHURST","QB","yahoo","Charlie Whitehurst","TEN",131,586,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTBARKLEY","QB","yahoo","Matt Barkley","ARZ",132,587,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRADSORENSEN","QB","yahoo","Brad Sorensen","SD",133,588,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LANDRYJONES","QB","yahoo","Landry Jones","PIT",134,589,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOMSAVAGE","QB","yahoo","Tom Savage","HOU",135,590,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEVINMONANGAI","RB","yahoo","Kevin Monangai","PHI",133,591,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAWONCHISHOLM","RB","yahoo","Jawon Chisholm","PIT",134,592,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TERRELLWATSON","RB","yahoo","Terrell Watson","CIN",135,593,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JCCOPELAND","RB","yahoo","J.C. Copeland","NYJ",136,594,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DESMONDMARTIN","RB","yahoo","Desmond Martin","DET",137,595,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANASSEHGARNER","RB","yahoo","Manasseh Garner","CLE",138,596,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONCOTTOM","RB","yahoo","Brandon Cottom","SEA",139,597,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KESHAWNHILL","RB","yahoo","Keshawn Hill","KC",140,598,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BENMALENA","RB","yahoo","Ben Malena","DAL",141,599,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAVANCETAYLOR","RB","yahoo","LaVance Taylor","KC",142,600,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COREYKNOX","RB","yahoo","Corey Knox","BUF",143,601,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SENORISEPERRY","RB","yahoo","Senorise Perry","CHI",144,602,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRAYLONHEARD","RB","yahoo","Braylon Heard","PIT",145,603,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GEORGEATKINSON","RB","yahoo","George Atkinson III","OAK",146,604,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SILASREDD","RB","yahoo","Silas Redd Jr.","WAS",147,605,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RICKYSEALE","RB","yahoo","Ricky Seale","BUF",148,606,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FITZGERALDTOUSSAINT","RB","yahoo","Fitzgerald Toussaint","PIT",149,607,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEMITRIUSBRONSON","RB","yahoo","Demitrius Bronson","MIA",150,608,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TONYCREECY","RB","yahoo","Tony Creecy","NE",151,609,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORLEANSDARKWA","RB","yahoo","Orleans Darkwa","NYG",152,610,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABOUTOURE","RB","yahoo","Abou Toure","IND",153,611,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLENNWINSTON","RB","yahoo","Glenn Winston","CLE",154,612,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHHARRIS","RB","yahoo","Josh Harris","PIT",155,613,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRONSONHILL","RB","yahoo","Bronson Hill","CHI",156,614,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEEWARD","RB","yahoo","Lee Ward","CAR",157,615,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOEYIOSEFA","RB","yahoo","Joey Iosefa","TB",158,616,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENNYHILLIARD","RB","yahoo","Kenny Hilliard","HOU",159,617,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TREYWILLIAMS","RB","yahoo","Trey Williams","WAS",160,618,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AKEEMHUNT","RB","yahoo","Akeem Hunt","NYG",161,619,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RASHEEDWILLIAMS","RB","yahoo","Rasheed Williams","DET",162,620,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AARONRIPKOWSKI","RB","yahoo","Aaron Ripkowski","GB",163,621,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BLAKERENAUD","RB","yahoo","Blake Renaud","MIN",164,622,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAULLASIKE","RB","yahoo","Paul Lasike","CHI",165,623,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RODSMITH","RB","yahoo","Rod Smith","SEA",166,624,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DREAMIUSSMITH","RB","yahoo","Dreamius Smith","SD",167,625,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONWEGHER","RB","yahoo","Brandon Wegher","CAR",168,626,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROSSSCHEUERMAN","RB","yahoo","Ross Scheuerman","PIT",169,627,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
